nH_cm2,nH_1e22,flux_broad_ph,flux_broad_erg
2.282224474186901e+18,0.0002282224474186901,1.5863613732323422e-12,1.5863613732323422e-12
2.3408272761782943e+18,0.00023408272761782942,1.5863507473542077e-12,1.5863507473542077e-12
2.400934876860652e+18,0.0002400934876860652,1.586339848872588e-12,1.586339848872588e-12
2.4625859163505444e+18,0.00024625859163505444,1.5863286708004236e-12,1.5863286708004236e-12
2.5258200269627796e+18,0.000252582002696278,1.586317205971933e-12,1.586317205971933e-12
2.590677858688001e+18,0.0002590677858688001,1.5863054470380182e-12,1.5863054470380182e-12
2.657201105324496e+18,0.00026572011053244956,1.5862933864616054e-12,1.5862933864616054e-12
2.725432531281039e+18,0.0002725432531281039,1.5862810165128736e-12,1.5862810165128736e-12
2.795415999067865e+18,0.00027954159990678653,1.586268329264329e-12,1.586268329264329e-12
2.8671964974937754e+18,0.0002867196497493775,1.5862553165857743e-12,1.5862553165857743e-12
2.940820170587067e+18,0.0002940820170587067,1.5862419701391548e-12,1.5862419701391548e-12
3.0163343472591974e+18,0.00030163343472591975,1.5862282813732521e-12,1.5862282813732521e-12
3.0937875717301366e+18,0.00030937875717301365,1.586214241518285e-12,1.586214241518285e-12
3.173229634734973e+18,0.0003173229634734973,1.5861998415803262e-12,1.5861998415803262e-12
3.2547116055318415e+18,0.00032547116055318417,1.5861850723356106e-12,1.5861850723356106e-12
3.338285864731751e+18,0.0003338285864731751,1.5861699243246965e-12,1.5861699243246965e-12
3.4240061379714396e+18,0.00034240061379714394,1.5861543878464614e-12,1.5861543878464614e-12
3.5119275304507136e+18,0.00035119275304507135,1.5861384529519762e-12,1.5861384529519762e-12
3.602106562357081e+18,0.0003602106562357081,1.5861221094381927e-12,1.5861221094381927e-12
3.69460120519931e+18,0.000369460120519931,1.5861053468414972e-12,1.5861053468414972e-12
3.7894709190746716e+18,0.0003789470919074672,1.5860881544310958e-12,1.5860881544310958e-12
3.886776690892668e+18,0.00038867766908926677,1.586070521202217e-12,1.586070521202217e-12
3.9865810735804385e+18,0.00039865810735804387,1.5860524358691903e-12,1.5860524358691903e-12
4.088948226294856e+18,0.0004088948226294856,1.5860338868582776e-12,1.5860338868582776e-12
4.1939439556671775e+18,0.00041939439556671774,1.5860148623004065e-12,1.5860148623004065e-12
4.3016357581067817e+18,0.00043016357581067817,1.585995350023646e-12,1.585995350023646e-12
4.412092863191172e+18,0.0004412092863191172,1.5859753375455666e-12,1.5859753375455666e-12
4.525386278170185e+18,0.00045253862781701853,1.5859548120653332e-12,1.5859548120653332e-12
4.641588833612792e+18,0.0004641588833612792,1.585933760455678e-12,1.585933760455678e-12
4.760775230226378e+18,0.0004760775230226378,1.5859121692546122e-12,1.5859121692546122e-12
4.883022086877884e+18,0.0004883022086877884,1.585890024656955e-12,1.585890024656955e-12
5.008407989848212e+18,0.0005008407989848212,1.5858673125056619e-12,1.5858673125056619e-12
5.137013543351339e+18,0.0005137013543351339,1.5858440182829113e-12,1.5858440182829113e-12
5.268921421350666e+18,0.0005268921421350666,1.5858201271009978e-12,1.5858201271009978e-12
5.404216420705904e+18,0.0005404216420705904,1.5857956236929703e-12,1.5857956236929703e-12
5.542985515684652e+18,0.0005542985515684652,1.5857704924030584e-12,1.5857704924030584e-12
5.685317913873777e+18,0.0005685317913873777,1.5857447171768581e-12,1.5857447171768581e-12
5.831305113526242e+18,0.0005831305113526243,1.5857182815512707e-12,1.5857182815512707e-12
5.981040962380957e+18,0.0005981040962380956,1.5856911686441707e-12,1.5856911686441707e-12
6.134621717992519e+18,0.0006134621717992519,1.5856633611438837e-12,1.5856633611438837e-12
6.292146109610351e+18,0.000629214610961035,1.5856348412983113e-12,1.5856348412983113e-12
6.453715401646702e+18,0.0006453715401646702,1.5856055909038634e-12,1.5856055909038634e-12
6.619433458774388e+18,0.0006619433458774388,1.5855755912940922e-12,1.5855755912940922e-12
6.789406812696099e+18,0.0006789406812696099,1.5855448233280215e-12,1.5855448233280215e-12
6.963744730628208e+18,0.0006963744730628207,1.5855132673782363e-12,1.5855132673782363e-12
7.142559285543105e+18,0.0007142559285543105,1.5854809033186372e-12,1.5854809033186372e-12
7.3259654282152e+18,0.00073259654282152,1.5854477105119107e-12,1.5854477105119107e-12
7.514081061116993e+18,0.0007514081061116992,1.5854136677967084e-12,1.5854136677967084e-12
7.707027114212319e+18,0.0007707027114212319,1.5853787534744679e-12,1.5853787534744679e-12
7.904927622696437e+18,0.0007904927622696436,1.585342945295965e-12,1.585342945295965e-12
8.107909806731695e+18,0.0008107909806731696,1.5853062204474902e-12,1.5853062204474902e-12
8.316104153230962e+18,0.0008316104153230962,1.5852685555367297e-12,1.5852685555367297e-12
8.529644499741016e+18,0.0008529644499741016,1.5852299265782483e-12,1.5852299265782483e-12
8.748668120479897e+18,0.0008748668120479897,1.585190308978687e-12,1.585190308978687e-12
8.973315814583502e+18,0.0008973315814583501,1.5851496775215427e-12,1.5851496775215427e-12
9.203731996618193e+18,0.0009203731996618192,1.5851080063515988e-12,1.5851080063515988e-12
9.440064789417642e+18,0.0009440064789417642,1.5850652689589971e-12,1.5850652689589971e-12
9.682466119303154e+18,0.0009682466119303154,1.5850214381628825e-12,1.5850214381628825e-12
9.931091813749821e+18,0.0009931091813749821,1.5849764860947096e-12,1.5849764860947096e-12
1.0186101701559773e+19,0.0010186101701559773,1.5849303841810693e-12,1.5849303841810693e-12
1.0447659715608052e+19,0.0010447659715608051,1.5848831031261993e-12,1.5848831031261993e-12
1.071593399822671e+19,0.001071593399822671,1.5848346128939693e-12,1.5848346128939693e-12
1.099109700929496e+19,0.0010991097009294961,1.5847848826895257e-12,1.5847848826895257e-12
1.1273325637104849e+19,0.001127332563710485,1.5847338809404388e-12,1.5847338809404388e-12
1.156280131207373e+19,0.001156280131207373,1.5846815752774136e-12,1.5846815752774136e-12
1.1859710123376755e+19,0.0011859710123376754,1.584627932514556e-12,1.584627932514556e-12
1.216424293857363e+19,0.001216424293857363,1.5845729186291551e-12,1.5845729186291551e-12
1.2476595526308735e+19,0.0012476595526308735,1.5845164987409735e-12,1.5845164987409735e-12
1.2796968682159442e+19,0.001279696868215944,1.5844586370910785e-12,1.5844586370910785e-12
1.3125568357718454e+19,0.0013125568357718455,1.584399297020143e-12,1.584399297020143e-12
1.346260579298911e+19,0.001346260579298911,1.5843384409462535e-12,1.5843384409462535e-12
1.3808297652180922e+19,0.0013808297652180923,1.5842760303421785e-12,1.5842760303421785e-12
1.4162866162991974e+19,0.0014162866162991975,1.5842120257121247e-12,1.5842120257121247e-12
1.4526539259467782e+19,0.0014526539259467782,1.5841463865679187e-12,1.5841463865679187e-12
1.4899550728528507e+19,0.0014899550728528508,1.5840790714046717e-12,1.5840790714046717e-12
1.5282140360258646e+19,0.0015282140360258645,1.5840100376758357e-12,1.5840100376758357e-12
1.5674554102056014e+19,0.0015674554102056014,1.5839392417677125e-12,1.5839392417677125e-12
1.6077044216738154e+19,0.0016077044216738154,1.5838666389733489e-12,1.5838666389733489e-12
1.6489869444710683e+19,0.0016489869444710683,1.5837921834658453e-12,1.5837921834658453e-12
1.6913295170296504e+19,0.0016913295170296505,1.5837158282710401e-12,1.5837158282710401e-12
1.7347593592339325e+19,0.0017347593592339325,1.5836375252395745e-12,1.5836375252395745e-12
1.7793043899185773e+19,0.0017793043899185772,1.583557225018307e-12,1.583557225018307e-12
1.8249932448161505e+19,0.0018249932448161504,1.5834748770210738e-12,1.5834748770210738e-12
1.8718552949655753e+19,0.0018718552949655754,1.58339042939882e-12,1.58339042939882e-12
1.919920665593279e+19,0.001919920665593279,1.5833038290089966e-12,1.5833038290089966e-12
1.9692202554791817e+19,0.001969220255479182,1.5832150213843046e-12,1.5832150213843046e-12
2.01978575681987e+19,0.0020197857568198703,1.5831239507007422e-12,1.5831239507007422e-12
2.0716496756020752e+19,0.002071649675602075,1.583030559744911e-12,1.583030559744911e-12
2.124845352498887e+19,0.002124845352498887,1.5829347898806011e-12,1.5829347898806011e-12
2.179406984302958e+19,0.002179406984302958,1.5828365810146439e-12,1.5828365810146439e-12
2.2353696459097965e+19,0.0022353696459097966,1.5827358715620064e-12,1.5827358715620064e-12
2.2927693128656486e+19,0.002292769312865649,1.5826325984100997e-12,1.5826325984100997e-12
2.3516428844943462e+19,0.0023516428844943464,1.5825266968823335e-12,1.5825266968823335e-12
2.412028207618002e+19,0.0024120282076180023,1.582418100700858e-12,1.582418100700858e-12
2.4739641008868065e+19,0.0024739641008868067,1.5823067419484977e-12,1.5823067419484977e-12
2.5374903797335613e+19,0.0025374903797335613,1.5821925510298706e-12,1.5821925510298706e-12
2.602647881969015e+19,0.002602647881969015,1.5820754566316575e-12,1.5820754566316575e-12
2.669478494034329e+19,0.0026694784940343294,1.581955385682057e-12,1.581955385682057e-12
2.738025177927863e+19,0.0027380251779278632,1.5818322633093298e-12,1.5818322633093298e-12
2.8083319988231754e+19,0.0028083319988231755,1.58170601279951e-12,1.58170601279951e-12
2.8804441533962977e+19,0.0028804441533962976,1.5815765555532086e-12,1.5815765555532086e-12
2.9544079988803797e+19,0.0029544079988803795,1.5814438110415384e-12,1.5814438110415384e-12
3.030271082866393e+19,0.003030271082866393,1.5813076967610793e-12,1.5813076967610793e-12
3.1080821738690576e+19,0.0031080821738690575,1.5811681281879766e-12,1.5811681281879766e-12
3.187891292677636e+19,0.003187891292677636,1.5810250187310586e-12,1.5810250187310586e-12
3.2697497445117813e+19,0.0032697497445117814,1.5808782796840367e-12,1.5808782796840367e-12
3.353710152002915e+19,0.0033537101520029152,1.5807278201767054e-12,1.5807278201767054e-12
3.439826489022935e+19,0.003439826489022935,1.580573547125214e-12,1.580573547125214e-12
3.5281541153808904e+19,0.0035281541153808905,1.5804153651813237e-12,1.5804153651813237e-12
3.6187498124112843e+19,0.003618749812411284,1.5802531766806816e-12,1.5802531766806816e-12
3.7116718194757665e+19,0.0037116718194757665,1.580086881590086e-12,1.580086881590086e-12
3.806979871402284e+19,0.003806979871402284,1.5799163774537527e-12,1.5799163774537527e-12
3.904735236885556e+19,0.0039047352368855558,1.579741559338533e-12,1.579741559338533e-12
4.0050007578736026e+19,0.004005000757873602,1.579562319778112e-12,1.579562319778112e-12
4.107840889965634e+19,0.004107840889965634,1.5793785487161869e-12,1.5793785487161869e-12
4.213321743847272e+19,0.004213321743847272,1.5791901334485594e-12,1.5791901334485594e-12
4.321511127789779e+19,0.00432151112778978,1.5789969585642057e-12,1.5789969585642057e-12
4.43247859124041e+19,0.00443247859124041,1.5787989058852641e-12,1.5787989058852641e-12
4.546295469532409e+19,0.004546295469532409,1.5785958544059957e-12,1.5785958544059957e-12
4.663034929742736e+19,0.004663034929742736,1.5783876802306146e-12,1.5783876802306146e-12
4.7827720177274855e+19,0.0047827720177274855,1.5781742565101172e-12,1.5781742565101172e-12
4.905583706365045e+19,0.004905583706365045,1.5779554533779854e-12,1.5779554533779854e-12
5.031548945038046e+19,0.005031548945038046,1.5777311378848454e-12,1.5777311378848454e-12
5.160748710385897e+19,0.0051607487103858965,1.577501173932043e-12,1.577501173932043e-12
5.293266058360545e+19,0.005293266058360545,1.5772654222041336e-12,1.5772654222041336e-12
5.429186177618965e+19,0.0054291861776189655,1.5770237401003477e-12,1.5770237401003477e-12
5.568596444286386e+19,0.005568596444286386,1.5767759816649306e-12,1.5767759816649306e-12
5.711586478126446e+19,0.005711586478126446,1.576521997516496e-12,1.576521997516496e-12
5.858248200152548e+19,0.005858248200152548,1.5762616347762622e-12,1.5762616347762622e-12
6.008675891719693e+19,0.0060086758917196935,1.5759947369953026e-12,1.5759947369953026e-12
6.162966255132942e+19,0.006162966255132942,1.575721144080742e-12,1.575721144080742e-12
6.321218475812449e+19,0.0063212184758124484,1.5754406922209473e-12,1.5754406922209473e-12
6.483534286054714e+19,0.006483534286054714,1.5751532138097325e-12,1.5751532138097325e-12
6.650018030431105e+19,0.006650018030431105,1.5748585373695645e-12,1.5748585373695645e-12
6.820776732865665e+19,0.006820776732865665,1.574556487473823e-12,1.574556487473823e-12
6.995920165435346e+19,0.006995920165435346,1.5742468846681513e-12,1.5742468846681513e-12
7.17556091893695e+19,0.00717556091893695,1.5739295453908556e-12,1.5739295453908556e-12
7.359814475265786e+19,0.007359814475265786,1.5736042818924581e-12,1.5736042818924581e-12
7.548799281653447e+19,0.007548799281653447,1.5732709021544088e-12,1.5732709021544088e-12
7.742636826811277e+19,0.007742636826811277,1.5729292098069554e-12,1.5729292098069554e-12
7.94145171902934e+19,0.00794145171902934,1.5725790040462991e-12,1.5725790040462991e-12
8.145371766280738e+19,0.008145371766280737,1.5722200795509587e-12,1.5722200795509587e-12
8.354528058382854e+19,0.008354528058382854,1.5718522263975213e-12,1.5718522263975213e-12
8.56905505126833e+19,0.00856905505126833,1.5714752299757018e-12,1.5714752299757018e-12
8.789090653419928e+19,0.008789090653419929,1.5710888709028822e-12,1.5710888709028822e-12
9.014776314524954e+19,0.009014776314524953,1.5706929249380898e-12,1.5706929249380898e-12
9.246257116405696e+19,0.009246257116405697,1.5702871628955684e-12,1.5702871628955684e-12
9.483681866285947e+19,0.009483681866285947,1.5698713505579323e-12,1.5698713505579323e-12
9.727203192450558e+19,0.009727203192450557,1.5694452485890284e-12,1.5694452485890284e-12
9.976977642363211e+19,0.009976977642363211,1.5690086124465857e-12,1.5690086124465857e-12
1.0233165783302449e+20,0.01023316578330245,1.5685611922946773e-12,1.5685611922946773e-12
1.0495932305582267e+20,0.010495932305582267,1.5681027329161899e-12,1.5681027329161899e-12
1.0765446128423136e+20,0.010765446128423136,1.5676329736252902e-12,1.5676329736252902e-12
1.104188050854158e+20,0.01104188050854158,1.5671516481800671e-12,1.5671516481800671e-12
1.1325413151528174e+20,0.011325413151528173,1.5666584846954187e-12,1.5666584846954187e-12
1.1616226326084972e+20,0.011616226326084972,1.5661532055563392e-12,1.5661532055563392e-12
1.1914506981197796e+20,0.011914506981197797,1.5656355273316883e-12,1.5656355273316883e-12
1.2220446866314912e+20,0.012220446866314912,1.5651051606886021e-12,1.5651051606886021e-12
1.253424265461402e+20,0.01253424265461402,1.5645618103076705e-12,1.5645618103076705e-12
1.2856096069432964e+20,0.012856096069432964,1.5640051747990748e-12,1.5640051747990748e-12
1.3186214013947485e+20,0.013186214013947484,1.5634349466197682e-12,1.5634349466197682e-12
1.352480870417874e+20,0.013524808704178739,1.5628508119919231e-12,1.5628508119919231e-12
1.3872097805416181e+20,0.013872097805416182,1.5622524508227946e-12,1.5622524508227946e-12
1.422830457214349e+20,0.01422830457214349,1.5616395366262312e-12,1.5616395366262312e-12
1.4593657991557516e+20,0.014593657991557516,1.5610117364459296e-12,1.5610117364459296e-12
1.4968392930772615e+20,0.014968392930772616,1.5603687107807619e-12,1.5603687107807619e-12
1.5352750287804147e+20,0.015352750287804147,1.5597101135122967e-12,1.5597101135122967e-12
1.5746977146430898e+20,0.015746977146430897,1.5590355918348166e-12,1.5590355918348166e-12
1.615132693503093e+20,0.016151326935030928,1.5583447861879697e-12,1.5583447861879697e-12
1.6566059589499152e+20,0.016566059589499152,1.55763733019245e-12,1.55763733019245e-12
1.699144172034626e+20,0.01699144172034626,1.5569128505888186e-12,1.5569128505888186e-12
1.7427746784089175e+20,0.017427746784089176,1.556170967179881e-12,1.556170967179881e-12
1.787525525904232e+20,0.01787525525904232,1.5554112927767966e-12,1.5554112927767966e-12
1.833425482562285e+20,0.01833425482562285,1.55463343314928e-12,1.55463343314928e-12
1.8805040551285912e+20,0.01880504055128591,1.553836986980227e-12,1.553836986980227e-12
1.92879150802077e+20,0.0192879150802077,1.5530215458250337e-12,1.5530215458250337e-12
1.9783188827841705e+20,0.019783188827841705,1.552186694076023e-12,1.552186694076023e-12
2.0291180180466824e+20,0.020291180180466824,1.5513320089322795e-12,1.5513320089322795e-12
2.0812215699863414e+20,0.020812215699863416,1.550457060375309e-12,1.550457060375309e-12
2.1346630333242455e+20,0.021346630333242456,1.549561411150892e-12,1.549561411150892e-12
2.1894767628566207e+20,0.02189476762856621,1.5486446167575436e-12,1.5486446167575436e-12
2.2456979955397716e+20,0.022456979955397714,1.5477062254419864e-12,1.5477062254419864e-12
2.3033628731421265e+20,0.023033628731421264,1.5467457782020992e-12,1.5467457782020992e-12
2.3625084654779403e+20,0.023625084654779402,1.5457628087977802e-12,1.5457628087977802e-12
2.423172794237591e+20,0.024231727942375908,1.5447568437701663e-12,1.5447568437701663e-12
2.4853948574298086e+20,0.024853948574298085,1.5437274024697715e-12,1.5437274024697715e-12
2.549214654451431e+20,0.02549214654451431,1.5426739970939493e-12,1.5426739970939493e-12
2.6146732118010973e+20,0.026146732118010975,1.5415961327342676e-12,1.5415961327342676e-12
2.6818126094530183e+20,0.026818126094530183,1.5404933074342938e-12,1.5404933074342938e-12
2.7506760079080676e+20,0.027506760079080674,1.5393650122583729e-12,1.5393650122583729e-12
2.8213076759394707e+20,0.028213076759394707,1.538210731371922e-12,1.538210731371922e-12
2.8937530190509474e+20,0.028937530190509472,1.5370299421338627e-12,1.5370299421338627e-12
2.9680586086655964e+20,0.029680586086655966,1.5358221152017708e-12,1.5358221152017708e-12
3.0442722120642934e+20,0.030442722120642935,1.5345867146503377e-12,1.5345867146503377e-12
3.122442823092871e+20,0.03122442823092871,1.5333231981038163e-12,1.5333231981038163e-12
3.2026206936576374e+20,0.032026206936576374,1.5320310168830534e-12,1.5320310168830534e-12
3.2848573660300535e+20,0.032848573660300535,1.530709616167757e-12,1.530709616167757e-12
3.369205705980274e+20,0.033692057059802744,1.5293584351747048e-12,1.5293584351747048e-12
3.455719936762143e+20,0.03455719936762143,1.527976907352516e-12,1.527976907352516e-12
3.544455673970436e+20,0.035444556739704355,1.5265644605937268e-12,1.5265644605937268e-12
3.635469961293318e+20,0.03635469961293318,1.525120517464806e-12,1.525120517464806e-12
3.72882130718283e+20,0.0372882130718283,1.523644495454876e-12,1.523644495454876e-12
3.8245697224669915e+20,0.03824569722466992,1.5221358072437776e-12,1.5221358072437776e-12
3.9227767589277073e+20,0.039227767589277075,1.5205938609902565e-12,1.5205938609902565e-12
4.023505548869277e+20,0.040235055488692766,1.5190180606409304e-12,1.5190180606409304e-12
4.126820845702969e+20,0.041268208457029686,1.5174078062607772e-12,1.5174078062607772e-12
4.232789065573562e+20,0.04232789065573562,1.5157624943858473e-12,1.5157624943858473e-12
4.341478330055101e+20,0.04341478330055101,1.5140815183989095e-12,1.5140815183989095e-12
4.45295850994266e+20,0.0445295850994266,1.5123642689287099e-12,1.5123642689287099e-12
4.567301270168747e+20,0.045673012701687464,1.510610134273542e-12,1.510610134273542e-12
4.6845801158730455e+20,0.04684580115873046,1.5088185008498079e-12,1.5088185008498079e-12
4.8048704396551245e+20,0.04804870439655125,1.506988753666194e-12,1.506988753666194e-12
4.9282495700405033e+20,0.049282495700405035,1.5051202768241194e-12,1.5051202768241194e-12
5.054796821191225e+20,0.05054796821191225,1.503212454045046e-12,1.503212454045046e-12
5.1845935438929343e+20,0.05184593543892934,1.5012646692252333e-12,1.5012646692252333e-12
5.317723177850945e+20,0.05317723177850945,1.4992763070184513e-12,1.4992763070184513e-12
5.454271305329847e+20,0.05454271305329847,1.4972467534472221e-12,1.4972467534472221e-12
5.594325706169389e+20,0.05594325706169389,1.4951753965429358e-12,1.4951753965429358e-12
5.7379764142141394e+20,0.057379764142141396,1.4930616270153276e-12,1.4930616270153276e-12
5.88531577519145e+20,0.0588531577519145,1.4909048389516519e-12,1.4909048389516519e-12
6.036438506075864e+20,0.06036438506075865,1.4887044305457848e-12,1.4887044305457848e-12
6.191441755977835e+20,0.06191441755977835,1.4864598048575422e-12,1.4864598048575422e-12
6.350425168595949e+20,0.06350425168595948,1.4841703706022956e-12,1.4841703706022956e-12
6.513490946272783e+20,0.06513490946272783,1.481835542970947e-12,1.481835542970947e-12
6.680743915695587e+20,0.06680743915695586,1.4794547444802761e-12,1.4794547444802761e-12
6.852291595284085e+20,0.06852291595284085,1.4770274058534405e-12,1.4770274058534405e-12
7.028244264308368e+20,0.07028244264308367,1.4745529669304926e-12,1.4745529669304926e-12
7.208715033782151e+20,0.07208715033782151,1.4720308776084289e-12,1.4720308776084289e-12
7.393819919175874e+20,0.07393819919175874,1.4694605988104452e-12,1.4694605988104452e-12
7.583677914997191e+20,0.0758367791499719,1.4668416034836495e-12,1.4668416034836495e-12
7.778411071286482e+20,0.07778411071286483,1.4641733776245602e-12,1.4641733776245602e-12
7.978144572076613e+20,0.07978144572076612,1.4614554213315066e-12,1.4614554213315066e-12
8.183006815867373e+20,0.08183006815867373,1.4586872498827956e-12,1.4586872498827956e-12
8.393129498166339e+20,0.08393129498166338,1.4558683948394936e-12,1.4558683948394936e-12
8.60864769614928e+20,0.0860864769614928,1.4529984051714395e-12,1.4529984051714395e-12
8.829699955494047e+20,0.08829699955494047,1.4500768484047967e-12,1.4500768484047967e-12
9.056428379445313e+20,0.09056428379445312,1.4471033117895131e-12,1.4471033117895131e-12
9.288978720164517e+20,0.09288978720164517,1.4440774034846382e-12,1.4440774034846382e-12
9.5275004724273e+20,0.095275004724273,1.440998753759266e-12,1.440998753759266e-12
9.772146969725724e+20,0.09772146969725724,1.4378670162068485e-12,1.4378670162068485e-12
1.0023075482838644e+21,0.10023075482838643,1.4346818689700936e-12,1.4346818689700936e-12
1.0280447320933077e+21,0.10280447320933077,1.4314430159736894e-12,1.4314430159736894e-12
1.0544427935261663e+21,0.10544427935261663,1.428150188161776e-12,1.428150188161776e-12
1.0815187025522937e+21,0.10815187025522938,1.4248031447367372e-12,1.4248031447367372e-12
1.1092898648952182e+21,0.11092898648952182,1.4214016743958733e-12,1.4214016743958733e-12
1.1377741332214949e+21,0.11377741332214948,1.417945596562001e-12,1.417945596562001e-12
1.1669898186171499e+21,0.116698981861715,1.4144347626040289e-12,1.4144347626040289e-12
1.1969557023590452e+21,0.11969557023590452,1.4108690570430835e-12,1.4108690570430835e-12
1.2276910479883604e+21,0.12276910479883604,1.4072483987397374e-12,1.4072483987397374e-12
1.259215613694151e+21,0.1259215613694151,1.4035727420574293e-12,1.4035727420574293e-12
1.2915496650148828e+21,0.12915496650148828,1.3998420779970882e-12,1.3998420779970882e-12
1.3247139878661147e+21,0.13247139878661146,1.3960564352976916e-12,1.3960564352976916e-12
1.3587299019027065e+21,0.13587299019027066,1.392215881497244e-12,1.392215881497244e-12
1.3936192742241377e+21,0.13936192742241377,1.3883205239484699e-12,1.3883205239484699e-12
1.429404533431767e+21,0.14294045334317668,1.3843705107833641e-12,1.3843705107833641e-12
1.466108684046977e+21,0.1466108684046977,1.38036603182048e-12,1.38036603182048e-12
1.5037553212997414e+21,0.15037553212997415,1.376307319408772e-12,1.376307319408772e-12
1.5423686462966305e+21,0.15423686462966305,1.37219464920161e-12,1.37219464920161e-12
1.5819734815786014e+21,0.15819734815786013,1.368028340854499e-12,1.368028340854499e-12
1.6225952870780872e+21,0.16225952870780871,1.3638087586399785e-12,1.3638087586399785e-12
1.664260176485902e+21,0.1664260176485902,1.3595363119731235e-12,1.3595363119731235e-12
1.7069949340384045e+21,0.17069949340384044,1.3552114558410225e-12,1.3552114558410225e-12
1.7508270317357197e+21,0.17508270317357197,1.3508346911297223e-12,1.3508346911297223e-12
1.7957846470021043e+21,0.17957846470021044,1.3464065648421219e-12,1.3464065648421219e-12
1.8418966807997034e+21,0.18418966807997034,1.3419276702004824e-12,1.3419276702004824e-12
1.889192776207672e+21,0.1889192776207672,1.3373986466273425e-12,1.3373986466273425e-12
1.937703337477993e+21,0.19377033374779928,1.332820179598937e-12,1.332820179598937e-12
1.987459549580986e+21,0.1987459549580986,1.3281930003653573e-12,1.3281930003653573e-12
2.038493398252464e+21,0.20384933982524642,1.3235178855322044e-12,1.3235178855322044e-12
2.09083769055575e+21,0.209083769055575,1.3187956564987482e-12,1.3187956564987482e-12
2.1445260759716654e+21,0.21445260759716653,1.3140271787481537e-12,1.3140271787481537e-12
2.1995930680300704e+21,0.21995930680300704,1.3092133609858079e-12,1.3092133609858079e-12
2.2560740664968544e+21,0.22560740664968545,1.3043551541224722e-12,1.3043551541224722e-12
2.3140053801306447e+21,0.23140053801306446,1.2994535500994825e-12,1.2994535500994825e-12
2.373424250023876e+21,0.23734242500238759,1.2945095805541614e-12,1.2945095805541614e-12
2.434368873543098e+21,0.24343688735430982,1.289524315324251e-12,1.289524315324251e-12
2.4968784288843317e+21,0.24968784288843315,1.2844988607910184e-12,1.2844988607910184e-12
2.560993100258462e+21,0.2560993100258462,1.2794343580618028e-12,1.2794343580618028e-12
2.6267541037238384e+21,0.26267541037238384,1.2743319809935092e-12,1.2743319809935092e-12
2.694203713681882e+21,0.2694203713681882,1.2691929340597749e-12,1.2691929340597749e-12
2.763385290053167e+21,0.2763385290053167,1.264018450065514e-12,1.264018450065514e-12
2.8343433061513036e+21,0.28343433061513035,1.258809787713782e-12,1.258809787713782e-12
2.9071233772725695e+21,0.29071233772725696,1.2535682290309114e-12,1.2535682290309114e-12
2.981772290019686e+21,0.2981772290019686,1.2482950766572776e-12,1.2482950766572776e-12
3.058338032378419e+21,0.30583380323784193,1.2429916510120285e-12,1.2429916510120285e-12
3.136869824566886e+21,0.31368698245668863,1.2376592873415618e-12,1.2376592873415618e-12
3.217418150676378e+21,0.3217418150676378,1.2322993326625897e-12,1.2322993326625897e-12
3.3000347911252885e+21,0.33000347911252886,1.2269131426118739e-12,1.2269131426118739e-12
3.384772855945983e+21,0.33847728559459833,1.2215020782159417e-12,1.2215020782159417e-12
3.471686818926559e+21,0.34716868189265593,1.2160675025951205e-12,1.2160675025951205e-12
3.5608325526292744e+21,0.35608325526292745,1.2106107776173855e-12,1.2106107776173855e-12
3.652267364308168e+21,0.36522673643081677,1.205133260518431e-12,1.205133260518431e-12
3.7460500327489816e+21,0.37460500327489815,1.1996363005053106e-12,1.1996363005053106e-12
3.8422408460550453e+21,0.38422408460550456,1.1941212353617824e-12,1.1941212353617824e-12
3.9409016404034637e+21,0.39409016404034636,1.1885893880741414e-12,1.1885893880741414e-12
4.0420958397963184e+21,0.40420958397963186,1.1830420634968507e-12,1.1830420634968507e-12
4.1458884968329196e+21,0.41458884968329196,1.1774805450776593e-12,1.1774805450776593e-12
4.2523463345286865e+21,0.42523463345286866,1.1719060916620923e-12,1.1719060916620923e-12
4.3615377892080054e+21,0.43615377892080054,1.1663199343972318e-12,1.1663199343972318e-12
4.4735330544984633e+21,0.4473533054498463,1.1607232737545043e-12,1.1607232737545043e-12
4.588404126454752e+21,0.4588404126454752,1.155117276690839e-12,1.155117276690839e-12
4.706224849841272e+21,0.4706224849841272,1.1495030739669732e-12,1.1495030739669732e-12
4.827070965603169e+21,0.48270709656031685,1.1438817576408914e-12,1.1438817576408914e-12
4.951020159556371e+21,0.49510201595563713,1.1382543787533181e-12,1.1382543787533181e-12
5.07815211232765e+21,0.507815211232765,1.1326219452210876e-12,1.1326219452210876e-12
5.208548550577677e+21,0.5208548550577676,1.1269854199525736e-12,1.1269854199525736e-12
5.342293299538363e+21,0.5342293299538363,1.1213457191979813e-12,1.1213457191979813e-12
5.479472336900293e+21,0.5479472336900293,1.1157037111452332e-12,1.1157037111452332e-12
5.620173848083188e+21,0.5620173848083189,1.1100602147703621e-12,1.1100602147703621e-12
5.764488282925873e+21,0.5764488282925874,1.1044159989490985e-12,1.1044159989490985e-12
5.912508413831869e+21,0.5912508413831868,1.098771781834093e-12,1.098771781834093e-12
6.06432939540805e+21,0.6064329395408049,1.0931282304998164e-12,1.0931282304998164e-12
6.220048825634693e+21,0.6220048825634693,1.0874859608547135e-12,1.0874859608547135e-12
6.379766808606257e+21,0.6379766808606256,1.0818455378177829e-12,1.0818455378177829e-12
